airac 2609
ORIGIN	DEST	ROUTE	CREATION_AIRAC	AUTHOR
KHDN	KPIH	KHDN DCT SNAKY V328 OCS J163 PIH DCT KPIH	2607	LainoaSoftware
KHDN	KPWK	KHDN DCT AUTIM DCT PINNR DCT YAMPA DCT BRYCC DCT SHOOP V207 PIETY V138 SNY V6 DSM J10 IOW J146 JOT DCT LEEDN DCT KPWK	2608	LainoaSoftware
KHDN	KROG	KHDN DCT BELGN DCT RLG V220 HYGEN V85 FQF J80 GLD V132 HUT T312 DROOP T411 DODDI DCT HEXER DCT KROG	2607	LainoaSoftware
KHDN	KRYY	KHDN DCT BIVVY DCT FROGS J56 RIDJE V101 GLL V220 AKO V132 HUT T312 DGD V159 ARG Q26 DEVAC DCT HAGIE T429 SNEAR V325 GAD DCT BIZKT DCT KRYY	2608	LainoaSoftware
KHDN	KSGJ	KHDN DCT BELGN DCT RLG V8 DVV DCT BAPME DCT LIMEX V148 TXC V4 GLD V132 HUT T312 DGD V159 ARG Q26 DEVAC J66 RMG V333 DALAS DCT ZELAN DCT THRSR DCT POOBA DCT WEMOB T425 RIPPI V179 DBN V154 OCONE T408 TBERT DCT BASLE DCT KSGJ	2608	LainoaSoftware
KHDN	KSJC	KHDN DCT NLSEN J56 MVA DCT RALEY Q126 TIPRE DCT KSJC	2608	LainoaSoftware
KHDN	KSOP	KHDN DCT TOMSN J56 FQF J80 MCI J26 IRK J151 STL J8 IIU Q50 CUBIM DCT YUMMY V310 HMV V259 BZM DCT KRITR DCT NUROE DCT GANTS DCT BARMY DCT KSOP	2607	LainoaSoftware
KHDN	KSUA	KHDN DCT ZIMMR DCT COUGH DCT BUMPZ DCT FQF J20 LAA T418 MMB J98 IRW J20 EIC V18 MLU T471 NTCHZ T473 ICEKI DCT MCB J50 CEW J2 DEFUN DCT KSUA	2608	LainoaSoftware
KHDN	KTKI	KHDN DCT RUBAY DCT DAVVY V134 FQF J20 LAA T418 MMB V507 ROLLS DCT YOUSE DCT BFV DCT HBR DCT FILGO DCT KTKI	2608	LainoaSoftware
KHDN	KTME	KHDN DCT FOTTY V361 RLG V328 SKEED DCT TBARR DCT STAMY V108 BRK V611 PUB J17 ABI J50 ACT V17 DARTE DCT MUNCH DCT ILEXY V306 JAYJO DCT KTME	2608	LainoaSoftware
KHDN	KTPA	KHDN DCT ZIMMR DCT COUGH DCT BUMPZ DCT FQF J20 LAA T418 MMB J98 IRW J20 EIC V18 MLU T471 NTCHZ T473 ICEKI DCT MCB J50 CEW J2 DEFUN DCT KTPA	2608	LainoaSoftware
KHDN	KTUL	KHDN DCT ZIMMR DCT HYGEN V85 FQF J80 GLD J182 ICT V73 FRAKS DCT MPYRE DCT BICEP V88 VINTA DCT KTUL	2608	LainoaSoftware
KHDN	KUES	KHDN DCT AUTIM DCT YAMMI DCT WISER V81 CYS J148 ONL DCT LLUKY T302 ALO DCT OGECA DCT KUES	2608	LainoaSoftware
KHDN	KUGN	KHDN DCT AUTIM DCT YAMMI DCT WISER V81 CYS J148 ONL DCT LLUKY T302 ALO DCT OGECA DCT KUGN	2608	LainoaSoftware
KHDN	KVNY	KHDN DCT SPRKT DCT NOVJO V220 EKR J100 BCE J60 BLD V21 DICSA T359 DANBY V587 DAG V394 BASAL V12 HELDE J6 PMD DCT KVNY	2608	LainoaSoftware
KHEE	KADS	KHEE DCT BUNNS V16 TXK DCT KADS	2608	LainoaSoftware
KHEE	KECP	KHEE DCT IBUFY DCT AKAYI V9 MHZ J20 MEI T290 RABEC T439 PIGON V115 CEW J2 DEFUN DCT OTTOE DCT KECP	2607	LainoaSoftware
KHEE	KMQY	KHEE DCT MEMFS DCT RICKX Q66 BAZOO DCT WEMAL DCT SMRRF DCT ALLLN DCT KMQY	2609	LainoaSoftware
KHEF	KADW	KHEF DCT GABBE DCT KADW	2609	LainoaSoftware
KHEF	KALB	KHEF DCT GABBE DCT AML DCT TERPZ DCT EMI V3 VINNY V457 LRP V39 ETX T299 ALB DCT KALB	2607	LainoaSoftware
KHEF	KBFM	KHEF DCT FLASK DCT DOILY T437 JOTTA DCT OREAD T203 FADOS T206 ENADE DCT BURGG Q22 CATLN Q56 SJI DCT KBFM	2607	LainoaSoftware
KHEF	KBLM	KHEF DCT FLUKY DCT BOOYA DCT FIXET DCT BUKYY DCT KBLM	2608	LainoaSoftware
KHEF	KCHA	KHEF DCT GABBE DCT FLUKY V223 HANEY V375 GVE V473 MOL V140 BLF V519 GZG V466 VXV V115 DUBBS DCT KCHA	2609	LainoaSoftware
KHEF	KCLE	KHEF DCT JERES J220 MICAH J61 BURNI J64 EWC DCT AIRRA DCT UPPRR DCT KCLE	2608	LainoaSoftware
KHEF	KESN	KHEF DCT GABBE DCT BOOYA Q34 DUALY DCT DEALE V379 GRACO DCT AGARD DCT KESN	2607	LainoaSoftware
KHEF	KFCI	KHEF DCT FLUKY DCT JDUBB DCT COATT DCT SWNGR DCT RIC DCT KFCI	2607	LainoaSoftware
KHEF	KFLO	KHEF DCT GABBE DCT FLUKY V223 HANEY V375 GVE V39 SNOWS T287 MERIL V39 SDZ V155 CTF DCT KFLO	2607	LainoaSoftware
KHEF	KGED	KHEF DCT GABBE DCT BOOYA Q34 DUALY DCT SPISY DCT VAALI T320 CHOPS DCT LAFLN DCT ATR DCT KGED	2607	LainoaSoftware
KHEF	KHDN	KHEF DCT HIICH DCT LDN V144 ESL J30 JOT J87 MZV V8 IOW J10 DSM V6 SNY J100 FROGS J56 CHE V101 RENAE DCT HYPPE DCT KHDN	2608	LainoaSoftware
KHEF	KHOP	KHEF DCT GABBE DCT CSN J8 DILNN DCT DENNY Q108 SITTR Q34 SWAPP Q32 BNA DCT KHOP	2607	LainoaSoftware
KHEF	KHYI	KHEF DCT GABBE DCT CSN J48 MOL V290 OBEPE DCT MAULS Q40 AEX J50 LFK V212 TNV DCT KIDDZ DCT MNURE DCT KHYI	2609	LainoaSoftware
KHEF	KIAD	KHEF DCT HIICH DCT KIAD	2609	LainoaSoftware
KHEF	KISP	KHEF DCT FLUKY DCT BOOYA Q34 DUALY DCT DEALE V379 GRACO Q127 ENO T224 CYN T416 DRIFT Q439 DUNEE DCT KISP	2608	LainoaSoftware
KHEF	KLEW	KHEF DCT GABBE DCT AML DCT TERPZ DCT EMI J48 LANNA Q448 DBABE Q406 BAF Q480 ENE DCT MESHL T358 SAPPE DCT CEMKU DCT KLEW	2607	LainoaSoftware
KHEF	KLNS	KHEF DCT JERES DCT LARRI Q430 SAAME J6 LRP DCT KLNS	2607	LainoaSoftware
KHEF	KMDT	KHEF DCT JERES DCT LARRI DCT HAR DCT KMDT	2607	LainoaSoftware
KHEF	KMGY	KHEF DCT HIICH DCT LDN V144 ESL J30 APE DCT KMGY	2608	LainoaSoftware
KHEF	KMKY	KHEF DCT GABBE DCT FLUKY V223 HANEY V375 GVE V39 SNOWS T287 MERIL V39 SDZ V3 FLO V437 CHS V1 STARY T353 FOXAM T347 MRUTT DCT BLAYK DCT DAIYL T210 PUNQU DCT INPIN DCT KMKY	2608	LainoaSoftware
KHEF	KMRB	KHEF DCT JERES J220 BEETS DCT WILSS DCT KMRB	2608	LainoaSoftware
KHEF	KMSP	KHEF DCT HIICH DCT LDN V144 MGW J162 MAINE J64 LEPEW Q178 DJB J34 BAE DCT KAMMA DCT KMSP	2608	LainoaSoftware
KHEF	KMWO	KHEF DCT HIICH DCT LDN V144 ESL J30 APE DCT KMWO	2608	LainoaSoftware
KHEF	KOFP	KHEF DCT FLUKY DCT JDUBB DCT COATT DCT KOFP	2607	LainoaSoftware
KHEF	KORF	KHEF DCT FLUKY V286 BRV DCT BEEVR DCT FAGED DCT HCM DCT KORF	2608	LainoaSoftware
KHEF	KOXC	KHEF DCT HIICH DCT AML DCT LINCN DCT MITCH V123 SWANN T358 GOLDA V268 BROSS T358 AVALO T287 BRIGS DCT KOXC	2608	LainoaSoftware
KHEF	KRUQ	KHEF DCT GABBE DCT FLUKY V223 HANEY V375 GVE Q75 GSO DCT KRUQ	2608	LainoaSoftware
KHEF	KSRQ	KHEF DCT GABBE DCT HANEY V375 GVE V39 SNOWS T287 MERIL V39 SDZ V3 FLO V437 FILLI DCT RAYVO Q109 RIELE Q103 CYNTA DCT MONIA V441 GNV DCT SSPAZ DCT KSRQ	2608	LainoaSoftware
KHEF	KSUT	KHEF DCT GABBE DCT FLUKY V223 FAK T287 BOUSY T258 MEYER DCT TYI V213 BILLL DCT KSUT	2607	LainoaSoftware
KHEF	KSYR	KHEF DCT JERES J220 VALLO Q221 OGESY Q227 STUBN T307 SYR DCT KSYR	2607	LainoaSoftware
KHEF	KTEB	KHEF DCT GABBE DCT AML DCT LINCN DCT MITCH V123 SWANN DCT KTEB	2608	LainoaSoftware
KHEF	KTMB	KHEF DCT FLASK DCT DOILY T437 NORMS V37 WIXON T437 KELER V437 STARY T353 FOXAM T208 INDIA V3 MLB V492 STOOP DCT RONQU DCT KTMB	2608	LainoaSoftware
KHEF	MYNN	KHEF DCT GABBE DCT FLUKY DCT JDUBB DCT COATT DCT SWNGR Q111 ZORDO Q107 GARIC AR3 CARPX Y307 CASPR AR3 NUCAR Y307 HANKX AR3 KURAY DCT MYNN	2607	LainoaSoftware
KHEZ	KATW	KHEZ DCT HOBRK DCT UJM V9 HILLE V69 ARG J137 SPI V173 NEWTT V191 OBK J101 BAE V191 OSH DCT KATW	2607	LainoaSoftware
KHEZ	KSAT	KHEZ DCT CIDOR Q33 IAH V407 GLAND T256 LDRET DCT WAILN DCT KSAT	2608	LainoaSoftware
KHFD	KBDR	KHFD DCT GOETS DCT JUDDS DCT PAWLN DCT KBDR	2608	LainoaSoftware
KHFD	KFRG	KHFD DCT CCC V91 SARDI Q439 DUNEE DCT KFRG	2608	LainoaSoftware
KHFD	KGON	KHFD DCT CCC V91 SARDI DCT KGON	2608	LainoaSoftware
KHFD	KHPN	KHFD DCT GOETS DCT NELIE DCT KHPN	2608	LainoaSoftware
KHFD	KLOM	KHFD DCT CCC V46 DPK Q419 JFK DCT TICKL V433 BONIE DCT BIGGY V3 MAZIE DCT KLOM	2607	LainoaSoftware
KHFD	KOXC	KHFD DCT GOETS DCT KOXC	2609	LainoaSoftware
KHFD	KSRB	KHFD DCT CCC V46 DPK Q419 LAURN Q22 RBV Q34 MAULS Q40 ALEAN Q66 BAZOO DCT CHADM DCT GRILL DCT KSRB	2607	LainoaSoftware
KHFY	KJVY	KHFY DCT LUIJE DCT SHB V221 OOM DCT GDAYE DCT KJVY	2608	LainoaSoftware
KHFY	KRWI	KHFY DCT IIU V4 HYK V178 BLF V45 GSO V310 RDU DCT KRWI	2607	LainoaSoftware
KHGR	K2W6	KHGR DCT JCOBY DCT KRANT DCT CONLE DCT QUENS DCT GOFER DCT K2W6	2609	LainoaSoftware
KHGR	KBKW	KHGR DCT DRUZZ J30 ESL V4 ITALY T426 GAULE DCT LAFOR DCT KBKW	2607	LainoaSoftware
KHGR	KDBQ	KHGR DCT DEMME DCT AVERE Q178 SRPEN Q62 DAIFE DCT PANGG DCT GIJ V228 OBK J100 DBQ DCT KDBQ	2607	LainoaSoftware
KHGR	KFDK	KHGR DCT TERPZ DCT KFDK	2609	LainoaSoftware
KHGR	KMDT	KHGR DCT PRTZL DCT HAR DCT KMDT	2607	LainoaSoftware
KHGR	KORL	KHGR DCT BUNZZ DCT CSN V453 GVE V39 SNOWS T287 MERIL V39 SDZ V3 FLO DCT HINTZ Q87 TAALN Q83 JEVED Q97 WOPNR DCT KORL	2608	LainoaSoftware
KHGR	KPIT	KHGR DCT PRIVO DCT VINSE DCT KPIT	2608	LainoaSoftware
KHGR	KROG	KHGR DCT BAABY J162 MGW V35 HVQ J78 IIU J112 PXV T312 FAM J98 SGF V527 CITGA DCT JEPRO DCT KROG	2607	LainoaSoftware
KHGR	MMUN	KHGR DCT OTTTO DCT AANTS T356 ELLON V143 HURTT T356 GSO Q75 SLOJO Q103 EMCET Q69 BLAAN Q99 TEEEM Q109 KNOST M215 CIGAR M219 NAVVL L465 SHARQ UM463 WALKY B879 NOSAT DCT MMUN	2608	LainoaSoftware
KHHR	KABI	KHHR DCT SPACX DCT POPPR T245 SLI J134 TRM J169 BLH T306 BXK J4 SSO J166 CME J65 ABI DCT KABI	2607	LainoaSoftware
KHHR	KBFL	KHHR DCT SPACX DCT SADDE DCT VAZCU V23 GMN DCT KBFL	2608	LainoaSoftware
KHHR	KCCR	KHHR DCT SPACX DCT SMO T247 CANOG DCT TWINE V23 FRAME T331 NTELL DCT NURAY DCT KCCR	2608	LainoaSoftware
KHHR	KCRQ	KHHR DCT SPACX DCT LIMBO DCT LEGOZ DCT KCRQ	2608	LainoaSoftware
KHHR	KEGE	KHHR DCT SPACX DCT LAX J100 DAG V587 DANBY T359 DICSA V21 BLD J60 HVE V8 JNC T317 TESSY DCT KEGE	2608	LainoaSoftware
KHHR	KGEU	KHHR DCT SPACX DCT POPPR DCT TOPMM DCT JUGLI J10 TNP V208 EED J8 CADDU J92 HOBES DCT PHYLE DCT KIDDR DCT KGEU	2608	LainoaSoftware
KHHR	KHRF	KHHR DCT SPACX DCT LAX V165 AMONT V459 TTE V165 EXTRA T401 ALTTA V459 FRA V230 NIKOL T259 ELY V269 TWF V484 TOXEE DCT GDWIN DCT MENIN V231 WEDAK DCT KHRF	2607	LainoaSoftware
KHHR	KMHR	KHHR DCT SPACX DCT SMO DCT VALEY V165 AMONT V459 TTE V165 EXTRA T401 MARRI DCT AMRVR DCT KMHR	2608	LainoaSoftware
KHHR	KMYL	KHHR DCT SPACX DCT LAX V23 EHF J5 FMG V113 REO J7 BOI V253 DNJ DCT KMYL	2607	LainoaSoftware
KHHR	KONT	KHHR DCT SPACX DCT LAX V201 PMD DCT KONT	2608	LainoaSoftware
KHHR	KPRB	KHHR DCT SPACX DCT LAX J126 RZS V25 PRB DCT KPRB	2607	LainoaSoftware
KHHR	KPWT	KHHR DCT SPACX DCT LAX V165 AMONT V459 TTE V165 EXTRA T401 ALTTA V459 LIN J189 BTG V23 MALAY V287 OLM DCT KPWT	2607	LainoaSoftware
KHHR	KSBA	KHHR DCT SPACX DCT SADDE DCT ACRAT DCT PITBL DCT KSBA	2608	LainoaSoftware
KHHR	KSBP	KHHR DCT SPACX DCT LAX J126 RZS T257 MQO DCT KSBP	2607	LainoaSoftware
KHHR	KSFO	KHHR DCT SPACX DCT SADDE V299 VTU T257 RZS J501 BSR V27 EUGEN DCT PIRAT DCT PASIF DCT KSFO	2608	LainoaSoftware
KHHR	KSLC	KHHR DCT SPACX DCT DOWNE V210 BASAL V394 DAG J100 SUVIE V394 MMM V21 BERYL J107 MLF V21 DTA DCT KSLC	2608	LainoaSoftware
KHHR	KSMO	KHHR DCT SPACX DCT KSMO	2609	LainoaSoftware
KHHR	KTRK	KHHR DCT SPACX DCT LAX V165 AMONT V459 TTE V165 EXTRA T401 ALTTA V459 FRA V332 HNW V338 SWR DCT KTRK	2607	LainoaSoftware
KHHR	MMSL	KHHR DCT SPACX DCT ALBAS V25 MZB J1 SIDGA UT6 IMUSU UT25 LTO UJ1E DASVU V4 ENEKO DCT MMSL	2608	LainoaSoftware
KHIB	KFFC	KHIB DCT MASWE V191 DLH J89 BAE J101 OBK J89 IIU V51 LVT DCT WUDYA DCT KFFC	2608	LainoaSoftware
KHIB	KGKY	KHIB DCT OLLEE T383 GEP J21 OVR J41 MCI J25 TUL DCT KGKY	2608	LainoaSoftware
KHIB	KIFP	KHIB DCT GGULL DCT BRNRD T383 GOLLF DCT DAYLE V510 GEP J70 ABR V263 PIR T283 BFF V81 CYS V361 RLG V8 HVE V208 PGA V293 GCN V208 PGS DCT SINHO DCT IGM DCT KIFP	2607	LainoaSoftware
KHII	KBTA	KHII DCT TENTS DCT CUTRO Q86 PLNDL DCT SQIRE DCT TBC J128 HBU J10 FQF J128 HCT V8 GRI V6 GRETT DCT WUNLI DCT KBTA	2607	LainoaSoftware
KHII	KCHD	KHII DCT DAFNY DCT LANCY DCT ESTWD DCT WLVRN J4 BXK DCT ARLIN DCT KCHD	2608	LainoaSoftware
KHII	KCMA	KHII DCT FNNDA DCT EED DCT KCMA	2608	LainoaSoftware
KHII	KGEU	KHII DCT HIPPI J231 DRK J11 KIDDR DCT KGEU	2608	LainoaSoftware
KHII	KIGM	KHII DCT YORRK DCT PATOK DCT KIGM	2607	LainoaSoftware
KHII	KNTD	KHII DCT FNNDA DCT EED DCT KNTD	2608	LainoaSoftware
KHII	KRKS	KHII DCT PGS J72 BLD J60 BCE J11 URNUW J107 OCS DCT KRKS	2607	LainoaSoftware
KHII	KTUS	KHII DCT IZZZO DCT BXK J212 TFD DCT KTUS	2608	LainoaSoftware
KHII	KUDD	KHII DCT CADEZ DCT DECAS DCT KUDD	2608	LainoaSoftware
KHII	KVGT	KHII DCT SHUSS DCT KONNG DCT KVGT	2608	LainoaSoftware
KHIO	KAPA	KHIO DCT EASON DCT SHEDD V536 MANTE V269 ILR V330 BOI J163 CHE DCT KAPA	2608	LainoaSoftware
KHIO	KASE	KHIO DCT DSD V269 ILR V330 BOI J15 TWF J12 TCH V101 VEL DCT HYPPE DCT KASE	2608	LainoaSoftware
KHIO	KJAC	KHIO DCT CHISM DCT JJETT T302 CUPRI V25 GASHE V500 IMB V121 DNJ J82 DBS V520 JAC DCT KJAC	2607	LainoaSoftware
KHIO	KLAS	KHIO DCT DSD V165 POCIT T274 RUFUS Q13 SHUFL DCT TEZUM T274 LIDAT J92 BTY DCT BYRDY DCT KLAS	2608	LainoaSoftware
KHIO	KMMV	KHIO DCT BERNI DCT KMMV	2607	LainoaSoftware
KHIO	KOAK	KHIO DCT EASON Q1 ECTOF Q801 HARPR DCT HANDY J1 RBL V199 MENSE DCT SPAMY DCT KOAK	2608	LainoaSoftware
KHIO	KPAE	KHIO DCT BERNI DCT MINNE DCT UBG DCT KPAE	2608	LainoaSoftware
KHIO	KPDX	KHIO DCT CHISM DCT KPDX	2609	LainoaSoftware
KHIO	KPSP	KHIO DCT DSD V165 POCIT T274 RUFUS Q13 SHUFL DCT TEZUM T274 LIDAT J92 BTY V105 HIDEN V135 GFS V514 ZELMA Q73 LVELL DCT DECAS DCT KPSP	2608	LainoaSoftware
KHIO	KPWT	KHIO DCT BERNI DCT MINNE DCT UBG J126 OLM DCT KPWT	2607	LainoaSoftware
KHIO	KSDL	KHIO DCT DSD V269 ILR V497 REO J523 ELY T467 TESSA Q143 WINEN Q35 CORKR J11 KIDDR DCT KSDL	2608	LainoaSoftware
KHIO	KSFO	KHIO DCT EASON Q1 ECTOF Q801 HARPR Q5 STIKM DCT MRRLO DCT KSFO	2608	LainoaSoftware
KHIO	KSGR	KHIO DCT DSD V269 ILR V330 BOI V253 CANEK T302 ALKAL V4 BYI Q154 KENTO J17 PNH V114 CDS V14 LBB V563 BGS V76 SJT T254 KALLA DCT BOYZZ DCT CWK V306 JAYJO DCT KSGR	2608	LainoaSoftware
KHIO	KSUN	KHIO DCT DSD V121 DNJ V293 PEPUC DCT VALYY DCT KSUN	2608	LainoaSoftware
KHIO	KTIW	KHIO DCT BERNI DCT MINNE Q5 HAROB DCT COFAY DCT SEA DCT KTIW	2607	LainoaSoftware
KHIO	KTMK	KHIO DCT BERNI DCT MINNE DCT UBG V182 ONP T257 CUTEL V27 FETUJ DCT JEQEF DCT KTMK	2607	LainoaSoftware
KHIO	KTRK	KHIO DCT DSD V165 LKV J5 PYRAM DCT CRDDZ DCT TRUCK DCT KTRK	2607	LainoaSoftware
KHIO	KTRM	KHIO DCT DSD V165 POCIT T274 RUFUS Q13 SHUFL DCT TEZUM T274 LIDAT J92 BTY V105 HIDEN V135 GFS V514 ZELMA Q73 LVELL DCT DECAS DCT KTRM	2608	LainoaSoftware
KHIO	KTUS	KHIO DCT DSD V269 ILR DCT KOATA Q35 CORKR J11 NAVHO Q35 DRK J11 PXR DCT KTUS	2608	LainoaSoftware
KHJO	KFCH	KHJO DCT NTELL DCT KFCH	2607	LainoaSoftware
KHKS	KAUS	KHKS DCT FOSIN Q33 IAH J87 TNV DCT KIDDZ DCT MNURE DCT KAUS	2608	LainoaSoftware
KHKS	KBHM	KHKS DCT OAKGO DCT GUFLO DCT KBHM	2607	LainoaSoftware
KHKS	KBUY	KHKS DCT OAKGO T294 VLKNN T292 MAYES V417 NELLO T484 TALLE V415 SPA DCT BURGG T398 CRLNA DCT JDEAN DCT GIZMO V143 GSO DCT KBUY	2607	LainoaSoftware
KHKS	KDAL	KHKS DCT MLU DCT KDAL	2608	LainoaSoftware
KHKS	KDTS	KHKS DCT YARBO T292 BURIN T365 BFM V198 INBRD J2 CEW DCT KDTS	2607	LainoaSoftware
KHKS	KGKY	KHKS DCT PUDJE DCT KGKY	2608	LainoaSoftware
KHKS	KGTR	KHKS DCT HANOP DCT KGTR	2607	LainoaSoftware
KHKS	KHYS	KHKS DCT BUNNS V16 SPARO V71 HOT V303 FSM V74 TUL V256 FRAKS V73 SLN V244 ZISDA DCT IGEXE DCT KHYS	2607	LainoaSoftware
KHKS	KIAD	KHKS DCT MINIM T486 BESOM V278 VUZ V115 BOAZE DCT JKSON DCT BFOLO Q40 MAULS DCT OBEPE V290 MOL T356 CEROL DCT WIILT DCT KIAD	2608	LainoaSoftware
KHKS	KIAH	KHKS DCT AEX DCT KIAH	2608	LainoaSoftware
KHKS	KLUK	KHKS DCT TOMLN V278 SQS J35 MEM J29 PXV V4 APALO DCT JRICO DCT KLUK	2608	LainoaSoftware
KHKS	KMBO	KHKS DCT CLOUT DCT KMBO	2607	LainoaSoftware
KHKS	KMEI	KHKS DCT MERDN DCT MEI DCT KMEI	2607	LainoaSoftware
KHKS	KMIA	KHKS DCT HAZEY T292 BURIN T365 BFM V198 INBRD J2 DEFUN DCT KMIA	2608	LainoaSoftware
KHKS	KMOB	KHKS DCT PICAN T365 GARTS DCT SJI DCT KMOB	2607	LainoaSoftware
KHKS	KNEW	KHKS DCT MCB DCT KNEW	2608	LainoaSoftware
KHKS	KOSX	KHKS DCT TOMLN V278 SQS DCT KOSX	2607	LainoaSoftware
KHKY	KALB	KHKY DCT BAWDS DCT FREON T414 AIROW T356 ELLON DCT MOL J48 EMI V3 VINNY V457 LRP V39 ETX T299 ALB DCT KALB	2607	LainoaSoftware
KHKY	KCHS	KHKY DCT GILFN DCT ZUKUR T437 RICHE DCT ICONS DCT BLOTS DCT UNJAM DCT KCHS	2608	LainoaSoftware
KHKY	KCLT	KHKY DCT JDEAN DCT KCLT	2609	LainoaSoftware
KHKY	KHXD	KHKY DCT BEAVY DCT ANDYS DCT NOOKS DCT SALLY T437 NORMS V37 WIXON T437 TILLS V37 SAV DCT KHXD	2607	LainoaSoftware
KHKY	KISO	KHKY DCT PONTI DCT ZADEL DCT KILNS DCT OCHOC DCT HOOKZ DCT BYRNE DCT PBCUP DCT DEEEZ DCT KISO	2607	LainoaSoftware
KHKY	KOPF	KHKY DCT AWRYT T203 ANDYS DCT NOOKS DCT CAYCE T437 NORMS V37 WIXON T437 KELER V437 STARY T353 COBOK V437 OMN V3 SMYRA T208 MALET Q93 EBAYY DCT JIPOD DCT KOPF	2608	LainoaSoftware
KHKY	KRIC	KHKY DCT INGON T224 UFFIN V20 YUDUG T224 NUTTS DCT KELCE DCT KRIC	2608	LainoaSoftware
KHKY	KSPA	KHKY DCT BURGG DCT RCTOR DCT KSPA	2608	LainoaSoftware
KHKY	KSVH	KHKY DCT OWALT DCT KSVH	2609	LainoaSoftware
KHKY	MYNN	KHKY DCT RICHE T437 NORMS V37 WIXON T437 TBERT DCT WISPR DCT ISUZO Q93 WOPNR DCT JAWSS AR5 SNABS AR16 PERMT DCT BENZI BR69V ZFP BR65V PEACH DCT KURAY DCT MYNN	2607	LainoaSoftware
KHLB	KSYR	KHLB DCT RIKLE DCT CREEP Q29 WWSHR Q82 DORET Q29 HANKK Q140 BEEPS V84 SYR DCT KSYR	2607	LainoaSoftware
KHLG	KCMH	KHLG DCT ZANDR DCT KCMH	2608	LainoaSoftware
KHLG	KMGW	KHLG DCT MGW DCT KMGW	2607	LainoaSoftware
KHLG	KMKY	KHLG DCT GEFFS Q71 ASERY Q39 CLAWD DCT MULBE V133 LINCO DCT ACERB DCT ZUKUR T437 NORMS V37 WIXON T437 BROUN V3 SSI V37 CRG V267 GUANO DCT BLAYK DCT DAIYL T210 AKOJO DCT INPIN DCT KMKY	2608	LainoaSoftware
KHLG	KOCF	KHLG DCT GEFFS Q71 ASERY Q39 CLAWD DCT YADKI DCT JOTTA T437 NORMS V37 ALD DCT RIELE Q103 CYNTA DCT MONIA V441 GNV V157 OCF DCT KOCF	2609	LainoaSoftware
KHLN	KCPR	KHLN DCT BZN DCT JAPER J151 BIL J713 BOY V298 HIKOX DCT KCPR	2607	LainoaSoftware
KHLN	KHRF	KHLN DCT BZN V343 WAIDE Q148 WEDAK DCT KHRF	2607	LainoaSoftware
KHLN	KSFF	KHLN DCT BZN V343 GUSIE V21 HLN J136 MLP DCT KSFF	2608	LainoaSoftware
KHMN	KGYR	KHMN DCT CLOUD DCT GINGR J108 TCS J166 SSO DCT KGYR	2608	LainoaSoftware
KHMN	PHNL	KHMN DCT CLOUD DCT GINGR J108 TCS J65 PXR J18 GBN Q166 MOHAK V66 BZA J18 MZB C1156 MALIT C1177 FICKY R578 BYROW V25 CLUTS DCT PHNL	2608	LainoaSoftware
KHMP	KCEU	KHMP DCT PLMMR DCT AHN V20 JOSPI T224 HARTI DCT POYTU DCT KCEU	2607	LainoaSoftware
KHMP	KCLL	KHMP DCT BOKRT DCT LGC V66 CAMPP T258 CRMSN T294 MEI J22 LCH V306 COUTH DCT KCLL	2607	LainoaSoftware
KHMP	KFFC	KHMP DCT ENSLL DCT KFFC	2609	LainoaSoftware
KHMP	KJAX	KHMP DCT NOKIE T408 OCONE V154 DBN V267 BAXLY DCT ALLMA DCT KJAX	2608	LainoaSoftware
KHMT	KAPV	KHMT DCT APLES V210 BASAL DCT KAPV	2607	LainoaSoftware
KHMT	KCRQ	KHMT DCT REDIN V25 PACIF V208 SXC DCT LEGOZ DCT KCRQ	2608	LainoaSoftware
KHMT	KPSP	KHMT DCT YCDIL DCT KPSP	2609	LainoaSoftware
KHMT	KPVU	KHMT DCT SALYY DCT EMMEY DCT HEC J107 BLD V21 BERYL J107 MLF V21 ZIBRA DCT STEEN DCT KPVU	2608	LainoaSoftware
KHMT	KTRM	KHMT DCT GARNE DCT KTRM	2609	LainoaSoftware
KHND	CYQA	KHND DCT FRNCK DCT EHK V293 BCE J100 SNY J114 ONL J148 MCW J16 BAE J36 FNT Q824 HOCKE T616 TONNY DCT TANGI Q901 UDMUG DCT PUTUX DCT CYQA	2607	LainoaSoftware
KHND	KADS	KHND DCT SCAMR DCT BLD J72 TURKI J17 DUMPS DCT HNKER DCT KADS	2608	LainoaSoftware
KHND	KAPF	KHND DCT FRNCK DCT EHK V293 BCE DCT ROCCY Q130 PNH J58 SPS V114 BYP J66 FUZ J58 HRV Q105 REDFN Q100 REMIS DCT KAPF	2608	LainoaSoftware
KHND	KASE	KHND DCT SCAMR DCT BEALE J146 DVC DCT PEEDY DCT KASE	2608	LainoaSoftware
KHND	KATS	KHND DCT SCAMR DCT WINDS V105 PRFUM V210 PGS V291 INW J108 TCS J166 CME DCT HOPET DCT KATS	2607	LainoaSoftware
KHND	KAUS	KHND DCT SCAMR DCT WINDS V105 PRFUM V210 PGS V291 INW J108 TCS J166 CME V68 SJT DCT UCOKA DCT KAUS	2608	LainoaSoftware
KHND	KBCT	KHND DCT FRNCK DCT EHK V293 BCE DCT ROCCY Q130 PNH J58 HRV Q105 REDFN Q100 SRQ Y280 JAYMC DCT LUCYS DCT KBCT	2608	LainoaSoftware
